,propertyid,location,bedroom,bathroom,area ( Sq. Yd.),price,Flat,House,Lower Portion,Room,Upper Portion,For Purchase,For Rent,For Sale,address
392,44837178,"Saima Arabian Villas, Gadap Town, Karachi, Sindh",2,2,83,18500,True,False,False,False,False,False,True,False,361
393,44837183,"Gulshan-e-Kaneez Fatima - Block 2, Gulshan-e-Kaneez Fatima, Scheme 33, Karachi, Sindh",3,3,240,50000,False,False,False,False,True,False,True,False,261
394,44837198,"Saima Arabian Villas, Gadap Town, Karachi, Sindh",2,2,83,18000,True,False,False,False,False,False,True,False,361
395,44837201,"North Karachi - Sector 9, North Karachi, Karachi, Sindh",2,3,120,29000,False,False,False,False,True,False,True,False,320
396,44837219,"Saima Arabian Villas, Gadap Town, Karachi, Sindh",2,2,83,18000,True,False,False,False,False,False,True,False,361
397,44837249,"New Karachi - Sector 5-A/4, New Karachi - Sector 5-A, New Karachi, Karachi, Sindh",4,3,80,34000,False,True,False,False,False,False,True,False,313
398,44837251,"Saima Arabian Villas, Gadap Town, Karachi, Sindh",2,2,120,24000,False,True,False,False,False,False,True,False,361
399,44837257,"Saima Arabian Villas, Gadap Town, Karachi, Sindh",2,2,120,26000,False,True,False,False,False,False,True,False,361
400,44837266,"North Karachi - Sector 11B, North Karachi, Karachi, Sindh",3,3,240,55000,False,False,True,False,False,False,True,False,318
401,44837345,"Gulshan-e-Iqbal - Block 7, Gulshan-e-Iqbal, Gulshan-e-Iqbal Town, Karachi, Sindh",2,2,94,34000,True,False,False,False,False,False,True,False,258
402,44837361,"Gulshan-e-Iqbal - Block 4A, Gulshan-e-Iqbal, Gulshan-e-Iqbal Town, Karachi, Sindh",2,2,120,34000,False,False,True,False,False,False,True,False,255
403,44837371,"DHA Phase 6, DHA Defence, Karachi, Sindh",0,2,56,45000,True,False,False,False,False,False,True,False,181
404,44837377,"Gulshan-e-Iqbal - Block 5, Gulshan-e-Iqbal, Gulshan-e-Iqbal Town, Karachi, Sindh",3,2,240,52000,False,False,False,False,True,False,True,False,256
405,44837385,"Gulshan-e-Iqbal - Block 6, Gulshan-e-Iqbal, Gulshan-e-Iqbal Town, Karachi, Sindh",2,2,120,45000,False,False,True,False,False,False,True,False,257
406,44837866,"DHA Phase 6, DHA Defence, Karachi, Sindh",0,2,50,32000,True,False,False,False,False,False,True,False,181
407,44837874,"DHA Phase 6, DHA Defence, Karachi, Sindh",0,2,50,27000,True,False,False,False,False,False,True,False,181
408,44837880,"DHA Phase 6, DHA Defence, Karachi, Sindh",2,2,106,50000,True,False,False,False,False,False,True,False,181
409,44837881,"Federal B Area - Block 12, Federal B Area, Karachi, Sindh",4,5,400,129000,False,False,False,False,True,False,True,False,209
410,44837902,"Federal B Area - Block 5, Federal B Area, Karachi, Sindh",0,0,500,145000,False,False,True,False,False,False,True,False,210
411,44837979,"Bukhari Commercial Area, DHA Phase 6, DHA Defence, Karachi, Sindh",0,2,50,28000,True,False,False,False,False,False,True,False,149
412,44838216,"Bahria Town - Ali Block, Bahria Town - Precinct 12, Bahria Town Karachi, Karachi, Sindh",3,3,125,38000,False,True,False,False,False,False,True,False,122
413,44838230,"Bahria Town - Precinct 27, Bahria Town Karachi, Karachi, Sindh",3,3,235,28000,False,True,False,False,False,False,True,False,129
414,44838236,"Grey Noor Tower & Shopping Mall, Scheme 33, Karachi, Sindh",3,4,189,50000,True,False,False,False,False,False,True,False,240
415,44838241,"Bahria Town - Precinct 31, Bahria Town Karachi, Karachi, Sindh",3,3,235,27000,False,True,False,False,False,False,True,False,130
416,44838278,"Bahria Sports City, Bahria Town Karachi, Karachi, Sindh",4,4,350,35000,False,True,False,False,False,False,True,False,120
417,44839386,"Saima Arabian Villas, Gadap Town, Karachi, Sindh",4,4,120,45000,False,True,False,False,False,False,True,False,361
418,44839686,"Manzoor Colony, Karachi, Sindh",3,2,85,25000,True,False,False,False,False,False,True,False,306
419,44839780,"Model Colony - Malir, Malir, Karachi, Sindh",2,3,190,35000,False,True,False,False,False,False,True,False,307
420,44840071,"DHA Phase 7, DHA Defence, Karachi, Sindh",2,2,300,80000,False,False,True,False,False,False,True,False,183
421,44840167,"Gulshan-e-Iqbal - Block 10, Gulshan-e-Iqbal, Gulshan-e-Iqbal Town, Karachi, Sindh",4,4,244,75000,True,False,False,False,False,False,True,False,247
422,44840227,"Gulshan-e-Maymar - Sector R, Gulshan-e-Maymar, Gadap Town, Karachi, Sindh",2,3,120,32000,False,True,False,False,False,False,True,False,263
423,44840268,"Askari 5 - Sector J, Askari 5, Malir Cantonment, Cantt, Karachi, Sindh",4,5,333,115000,True,False,False,False,False,False,True,False,112
424,44840351,"Askari 5 - Sector J, Askari 5, Malir Cantonment, Cantt, Karachi, Sindh",4,5,333,115000,True,False,False,False,False,False,True,False,112
425,44840409,"PECHS Block 2, PECHS, Jamshed Town, Karachi, Sindh",3,3,156,100000,False,False,False,False,True,False,True,False,328
426,44840420,"Bahria Paradise, Bahria Town Karachi, Karachi, Sindh",5,5,500,115000,False,True,False,False,False,False,True,False,119
427,44840472,"Bahria Apartments, Bahria Town Karachi, Karachi, Sindh",2,2,106,28000,True,False,False,False,False,False,True,False,115
428,44840525,"Bahria Apartments, Bahria Town Karachi, Karachi, Sindh",3,3,283,48000,True,False,False,False,False,False,True,False,115
429,44840557,"Bahria Apartments, Bahria Town Karachi, Karachi, Sindh",4,4,400,70000,True,False,False,False,False,False,True,False,115
430,44840781,"DHA Phase 2 Extension, DHA Defence, Karachi, Sindh",6,6,666,250000,False,True,False,False,False,False,True,False,177
431,44840797,"North Nazimabad - Block H, North Nazimabad, Karachi, Sindh",2,2,94,30000,True,False,False,False,False,False,True,False,321
432,44840854,"Bahria Sports City, Bahria Town Karachi, Karachi, Sindh",4,4,350,55000,False,True,False,False,False,False,True,False,120
433,44841166,"North Nazimabad - Block I, North Nazimabad, Karachi, Sindh",3,3,200,58000,False,False,False,False,True,False,True,False,322
434,44841249,"Kings Cottages, Gulistan-e-Jauhar - Block 7, Gulistan-e-Jauhar, Karachi, Sindh",3,3,161,52000,True,False,False,False,False,False,True,False,289
435,45138796,1000 Square Yards House For sale Is Available In DHA Phase 2,3,3,1000,165000000,False,True,False,False,False,False,False,True,7
436,45138793,1000 Square Yards House available for sale in DHA Phase 2 if you hurry,3,3,1000,165000000,False,True,False,False,False,False,False,True,8
437,45115440,1000 YARDS DEMOLISH BUNGALOW FOR SALE,3,3,1000,185000000,False,True,False,False,False,False,False,True,9
438,45140740,120 Ground Plus One Bungalow Available for Sale in Capital Society,4,5,120,25500000,False,True,False,False,False,False,False,True,12
439,45138819,1287 Square Feet Flat In Central University Road For sale,3,3,143,14900000,True,False,False,False,False,False,False,True,14
440,45138818,1287 Square Feet Flat In University Road For sale At Good Location,3,3,143,14900000,True,False,False,False,False,False,False,True,15
441,45138810,1287 Square Feet Flat Is Available In University Road,3,3,143,14900000,True,False,False,False,False,False,False,True,16
442,45138324,1300 Square Feet Flat Is Available For sale In Gulistan-e-Jauhar - Block 15,3,3,144,11000000,True,False,False,False,False,False,False,True,17
443,45065725,152 Square Yards House Available For sale In Bahria Town - Precinct 11-A,3,3,152,16500000,False,True,False,False,False,False,False,True,21
444,45065732,152 Square Yards House For sale In Beautiful Bahria Homes - Iqbal Villas,3,3,152,19000000,False,True,False,False,False,False,False,True,22
445,44274178,2 Bed Apartment For Sale In Emaar Pearl Towers,2,3,182,57500000,True,False,False,False,False,False,False,True,25
446,43059392,2 Bed Flat For Sale In Emaar Pearl Tower,2,3,389,150000000,True,False,False,False,False,False,False,True,37
447,44107797,2 Bed Flat For Sale In Emaar Pearl Tower,2,3,181,60000000,True,False,False,False,False,False,False,True,37
448,44752861,2 Bedroom Apartment For Sale,2,3,182,64000000,True,False,False,False,False,False,False,True,38
449,44753093,2 Bedroom Apartment For Sale,2,3,180,66000000,True,False,False,False,False,False,False,True,38
450,45139705,235 Square Yards House For sale In Bahria Town - Precinct 27 Karachi,3,3,235,17000000,False,True,False,False,False,False,False,True,44
451,45139717,235 Square Yards House For sale In Karachi,3,3,235,16000000,False,True,False,False,False,False,False,True,45
452,45141057,240 SQYD Brand New Ground Plus One Bungalow Available for Sale in Capital Society,6,6,240,47000000,False,True,False,False,False,False,False,True,46
453,45138667,2400 Square Feet Flat For sale In Bath Island Bath Island,4,4,267,82500000,True,False,False,False,False,False,False,True,50
454,45138674,"2600 Square Feet Flat For sale In Bath Island Bath Island In Only Rs. 65,000,000",4,4,289,65000000,True,False,False,False,False,False,False,True,52
455,44753128,2700 Square Feet Flat In Emaar Pearl Towers Is Best Option,2,3,300,93000000,True,False,False,False,False,False,False,True,54
456,44656210,3 Bed DD Flat For Sale,3,3,139,14000000,True,False,False,False,False,False,False,True,58
457,44777993,3 Bedroom Apartment For Sale,3,4,237,52500000,True,False,False,False,False,False,False,True,64
458,45066197,350 Square Yards House available for sale in Bahria Town - Precinct 35 if you hurry,4,4,350,21000000,False,True,False,False,False,False,False,True,70
459,42163035,375 Square Yards House Is Available For sale In Askari 5 - Sector J,5,5,375,69500000,False,True,False,False,False,False,False,True,72
460,45138341,700 Square Feet Flat In Gulistan-e-Jauhar - Block 18 Is Best Option,3,3,78,4000000,True,False,False,False,False,False,False,True,93
461,45138803,780 Square Feet Flat In University Road Is Best Option,3,3,87,9000000,True,False,False,False,False,False,False,True,94
462,45139693,A Palatial Residence For sale In Bahria Town - Precinct 11-A Karachi,3,3,200,18500000,False,True,False,False,False,False,False,True,95
463,45138814,A Perfect Flat Awaits You In University Road University Road,3,3,143,14900000,True,False,False,False,False,False,False,True,96
464,45138815,A Stunning Flat Is Up For Grabs In University Road University Road,3,3,143,14900000,True,False,False,False,False,False,False,True,100
465,45139707,A Stunning House Is Up For Grabs In Bahria Homes - Iqbal Villas Karachi,3,3,152,21500000,False,True,False,False,False,False,False,True,101
466,45138370,A Upper Portion Of 160 Square Yards In Gulistan-e-Jauhar - Block 12,3,3,160,13500000,False,False,False,False,True,False,False,True,102
467,43740196,A beautiful ready to move house available in the peaceful society of Malir,3,4,120,25000000,False,True,False,False,False,False,False,True,103
468,45138808,Affordable Flat For sale In University Road,3,3,87,9000000,True,False,False,False,False,False,False,True,105
469,43697031,Apartment For Sale Shahra E Faisal Near Aisha Bawani,3,3,189,22500000,True,False,False,False,False,False,False,True,109
470,45139718,Bahria Homes - Iqbal Villas House Sized 152 Square Yards For sale,3,3,152,21000000,False,True,False,False,False,False,False,True,117
471,45065987,Bahria Town - Ali Block House Sized 125 Square Yards Is Available,3,3,125,15000000,False,True,False,False,False,False,False,True,121
472,45139715,Bahria Town - Precinct 11-A House Sized 200 Square Yards,3,3,200,18500000,False,True,False,False,False,False,False,True,124
473,45139626,Book Flat Today In Bahria Apartments,3,3,250,20000000,True,False,False,False,False,False,False,True,136
474,45065736,Book House Today In Bahria Town - Precinct 11-A,3,3,152,16500000,False,True,False,False,False,False,False,True,137
475,45138797,Book House Today In DHA Phase 2,3,3,1000,165000000,False,True,False,False,False,False,False,True,138
476,44782168,Brand New Apartment For Sale Purpose,3,4,300,39000000,True,False,False,False,False,False,False,True,141
477,44745939,Brand New Houses For sale Purpose,5,6,375,69500000,False,True,False,False,False,False,False,True,146
478,44746317,Brand New Houses For sale Purpose,5,6,375,67000000,False,True,False,False,False,False,False,True,146
479,44493513,Bungalow For Sell On Investor Rate In Gulistan E Johar Block 14,7,6,600,75000000,False,True,False,False,False,False,False,True,150
480,45139116,Bungalow In Block 5 Clifton - 1+3 Bedrooms,4,5,250,67500000,False,True,False,False,False,False,False,True,151
481,45138671,Buy A Centrally Located 2000 Square Feet Flat In Bath Island,3,3,222,67500000,True,False,False,False,False,False,False,True,152
482,45139692,Buying A House In Karachi?,3,3,200,18500000,False,True,False,False,False,False,False,True,156
483,44327856,"Defence Phase VI, 500 Yards, 2 Unit Bungalow for Sale",6,6,500,125000000,False,True,False,False,False,False,False,True,192
484,44327788,"Defence Phase Vi, 500 Yards Bungalow For Sale 2 Plus 3 Bedroom",5,5,500,107500000,False,True,False,False,False,False,False,True,193
485,44327930,Defence Phase Vii 500 Yards Bungalow 1 Plus 2 Bedroom,3,3,500,85000000,False,True,False,False,False,False,False,True,194
486,44333119,Defence Phase Viii 120 Yards Brand New Bungalow 1 Plus 2 Bedroom,3,3,120,58000000,False,True,False,False,False,False,False,True,195
487,44333014,"Defence Phase Viii, 1000 Yards, Brand New Bungalow 2 Plus 4 Bedroom",6,6,1000,420000000,False,True,False,False,False,False,False,True,196
488,45138804,Flat For sale Situated In University Road,3,3,87,9000000,True,False,False,False,False,False,False,True,215
489,45138806,Flat Is Available For sale In University Road,3,3,87,9000000,True,False,False,False,False,False,False,True,217
490,45138820,Flat Is Available For sale In University Road,3,3,143,14900000,True,False,False,False,False,False,False,True,217
491,45138366,Flat Of 750 Square Feet In Gulistan-e-Jauhar - Block 18 Is Available,3,3,83,5500000,True,False,False,False,False,False,False,True,218
492,45138807,Flat Of 780 Square Feet Available In University Road,3,3,87,9000000,True,False,False,False,False,False,False,True,219
493,45138669,Flat Sized 2400 Square Feet Is Available For sale In Bath Island,4,4,267,82500000,True,False,False,False,False,False,False,True,220
494,45139624,Get In Touch Now To Buy A 950 Square Feet Flat In Karachi,2,2,106,8500000,True,False,False,False,False,False,False,True,228
495,45139722,Get In Touch Now To Buy A House In Bahria Paradise,5,5,500,49000000,False,True,False,False,False,False,False,True,230
496,43935180,Get Your Hands On Flat In Karachi Best Area,3,4,250,36000000,True,False,False,False,False,False,False,True,232
497,45138792,Get Your Hands On House In Karachi Best Area,3,3,1000,165000000,False,True,False,False,False,False,False,True,233
498,45138798,Good 1000 Square Yards House For sale In DHA Phase 2,3,3,1000,165000000,False,True,False,False,False,False,False,True,235
499,45066202,Good 350 Square Yards House For sale In Bahria Town - Precinct 35,4,4,350,21000000,False,True,False,False,False,False,False,True,236
500,45065740,Gorgeous 152 Square Yards House For sale Available In Bahria Town - Precinct 11-B,3,3,152,14000000,False,True,False,False,False,False,False,True,238
501,45138466,Gorgeous Prime Location 10 Marla Flat For sale Available In Askari 5 - Sector J,3,3,250,45000000,True,False,False,False,False,False,False,True,239
502,45139706,House For Grabs In 235 Square Yards Karachi,3,3,235,15500000,False,True,False,False,False,False,False,True,267
503,45139622,House for sale,1,1,40,1600000,False,True,False,False,False,False,False,True,270
504,45138673,Ideal Flat Is Available For sale In Bath Island,4,4,333,65000000,True,False,False,False,False,False,False,True,271
505,45139724,Ideal House For sale In Bahria Town - Precinct 10-A,3,3,200,19000000,False,True,False,False,False,False,False,True,272
506,45138812,Ideally Located Flat Of 1287 Square Feet Is Available For sale In University Road,3,3,143,14900000,True,False,False,False,False,False,False,True,274
507,45138340,Ideally Located Flat Of 950 Square Feet Is Available For sale In Karachi,3,3,106,7000000,True,False,False,False,False,False,False,True,275
508,45139728,Ideally Located House For sale In Bahria Homes - Iqbal Villas Available,3,3,152,21500000,False,True,False,False,False,False,False,True,276
509,45138791,Ideally Located House For sale In DHA Phase 2 Available,3,3,1000,165000000,False,True,False,False,False,False,False,True,277
510,44106757,In Emaar Pearl Towers Flat Sized 1634 Square Feet For Sale,2,3,182,44000000,True,False,False,False,False,False,False,True,280
511,43958909,Latifi Duplex Flat For Sale,4,4,300,22500000,True,False,False,False,False,False,False,True,293
512,45138333,Looking For A Flat In Gulistan-e-Jauhar - Block 15,3,3,144,11000000,True,False,False,False,False,False,False,True,296
513,45138362,Looking For A Flat In Gulistan-e-Jauhar - Block 18,3,3,78,4000000,True,False,False,False,False,False,False,True,297
514,45138813,Looking For A Flat In University Road,3,3,143,14900000,True,False,False,False,False,False,False,True,298
515,45139702,Looking For A House In Bahria Paradise,5,5,500,49000000,False,True,False,False,False,False,False,True,299
516,45139716,Looking For A House In Bahria Town - Precinct 27,3,3,235,17500000,False,True,False,False,False,False,False,True,300
517,44255324,Lower Portion For Grabs In 2700 Square Feet Karachi,3,4,300,27000000,False,False,True,False,False,False,False,True,302
518,45138668,Ready To Buy A Flat 2400 Square Feet In Bath Island,4,4,267,85000000,True,False,False,False,False,False,False,True,350
519,45138811,Ready To Buy A Flat In University Road University Road,3,3,143,14900000,True,False,False,False,False,False,False,True,351
520,45139711,Ready To Buy A House 350 Square Yards In Bahria Sports City,4,4,350,22000000,False,True,False,False,False,False,False,True,352
521,45065989,Ready To Buy A House In Bahria Town - Ali Block Karachi,3,3,125,15000000,False,True,False,False,False,False,False,True,353
522,45139714,Reserve A House Now In Bahria Town - Precinct 10-A,3,3,200,18500000,False,True,False,False,False,False,False,True,357
523,45065728,Stunning 152 Square Yards House In Bahria Town - Precinct 11-B Available,3,3,152,14000000,False,True,False,False,False,False,False,True,377
524,45138805,Stunning 780 Square Feet Flat In University Road Available,3,3,87,9000000,True,False,False,False,False,False,False,True,378
525,45139713,Stunning House Is Available For sale In Bahria Town - Quaid Villas,3,3,200,23500000,False,True,False,False,False,False,False,True,379
526,45139709,This Is Your Chance To Buy House In Karachi,3,3,152,18000000,False,True,False,False,False,False,False,True,383
527,45139628,To sale You Can Find Spacious Flat In Bahria Apartments,2,2,106,8500000,True,False,False,False,False,False,False,True,384
528,45138821,University Road Flat Sized 1287 Square Feet Is Available,3,3,143,14900000,True,False,False,False,False,False,False,True,389
529,45138816,University Road Flat Sized 1287 Square Feet Is Available,3,3,143,14900000,True,False,False,False,False,False,False,True,389
530,45138809,University Road Flat Sized 780 Square Feet For sale,3,3,87,9000000,True,False,False,False,False,False,False,True,390
531,45140750,We Are Offering Ready To Move Luxury 3 Bedrooms Iqbal Villa Is Available For Sale In Bahria Town Karachi,3,3,152,19000000,False,True,False,False,False,False,False,True,395
532,45140696,We Are Offering Ready To Move Luxury 3 Bedrooms Precinct 11A Villa Is Available For Sale In Bahria Town Karachi,3,3,152,17000000,False,True,False,False,False,False,False,True,396
533,45139710,Well-constructed House Available For sale In Bahria Town - Precinct 11-B,3,3,152,16000000,False,True,False,False,False,False,False,True,402
534,45138794,You Can Find A Gorgeous House For sale In DHA Phase 2,3,3,1000,165000000,False,True,False,False,False,False,False,True,404
535,45138560,new house avabile for sale,5,5,375,62000000,False,True,False,False,False,False,False,True,406
536,45139623,sale A Flat In Karachi Prime Location,2,2,106,7500000,True,False,False,False,False,False,False,True,408
537,45139712,sale A House In Karachi Prime Location,5,5,500,48000000,False,True,False,False,False,False,False,True,409
538,44417617,02 Bed Dd Flat For Sale In Snober Twin Tower,2,3,133,8500000,True,False,False,False,False,False,False,True,0
539,37432347,02 Bed Lounge Flat For Sale In Falaknaz Presidency,2,2,83,6600000,True,False,False,False,False,False,False,True,1
540,41595506,03 Bed DD 1750 Sq. Ft Flat For Sale,3,2,161,14500000,True,False,False,False,False,False,False,True,2
541,44069871,03 Bed DD Flat For Sale,3,2,161,14500000,True,False,False,False,False,False,False,True,3
542,45154542,03 Bed DD Flat with Pent House for Sale in Saima Jinnah Avenue,3,5,244,45000000,True,False,False,False,False,False,False,True,4
543,45154737,1 st floor portion for sale,2,2,120,15000000,False,False,False,False,True,False,False,True,5
544,44571323,10 Year Old Owner Built Neat And Clean Specious Decent Planning Bungalow For Sale Dha Phase 6 Near Masjid E Ali,6,6,1000,250000000,False,True,False,False,False,False,False,True,6
545,45154946,100YARD BRANDNEW MOST GORGEOUS AND ARCHITECTURE ULTRA MODERN STYLE DOUBLE STORY BUNGALOW FOR SELL IN DHA PHASE 7 EXT WITH FULL BASEMENT. MOST ELITE CLASS LOCATION IN DHA KARACHI. .,3,3,100,43500000,False,True,False,False,False,False,False,True,10
546,45152185,110 Square Yards Upper Portion In Central North Nazimabad - Block I For sale,2,2,110,10000000,False,False,False,False,True,False,False,True,11
547,40427647,120 Yds. Ground 1 Brand New House For Sale,4,5,120,26000000,False,True,False,False,False,False,False,True,13
548,43706333,1440 Square Feet House In Garden East For Sale,5,5,160,52500000,False,True,False,False,False,False,False,True,18
549,45152186,"150 Square Yards Upper Portion For sale In North Nazimabad - Block I Karachi In Only Rs. 14,000,000",3,3,150,14000000,False,False,False,False,True,False,False,True,19
550,45153751,1500 Square Feet Flat For Sale In Gulistan-e-jauhor Block-16,2,3,167,13000000,True,False,False,False,False,False,False,True,20
551,45152772,1650 sq ft 4 bed dd flat for sale amil colony jamshed road near islamia collage,4,4,183,36500000,True,False,False,False,False,False,False,True,23
552,44906878,2 Bed Apartment For Sale In Abdullah Terrace Jauhar Gulistan-e-jauhar Block 16,2,2,111,8800000,True,False,False,False,False,False,False,True,24
553,44609090,2 Bed Corner Flat In Aman Tower Golden chance deal,2,2,83,3700000,True,False,False,False,False,False,False,True,26
554,44608784,2 Bed Corner Flat In Aman Tower On Economical Rates,2,2,83,3700000,True,False,False,False,False,False,False,True,27
555,45152108,2 Bed D/D Flat For Sale (5th Floor),2,2,106,7300000,True,False,False,False,False,False,False,True,28
556,43702938,"2 Bed DD Apartment For Sale In Gulzar E Hijri Scheme 33, Karachi,",2,2,100,5000000,True,False,False,False,False,False,False,True,29
557,44945793,2 Bed DD Apartment for sale in Saima Jinnah Avenue,2,3,144,21500000,True,False,False,False,False,False,False,True,30
558,43277128,2 Bed DD Bungalow Facing Flat For Sale,2,2,111,9500000,True,False,False,False,False,False,False,True,31
559,44475666,2 Bed Dd Apartment For Sale In Dha Phase 2 4th Floor Tail Flooring Good Loction Rezenabale Demand,2,2,106,6700000,True,False,False,False,False,False,False,True,32
560,44962890,2 Bed Dd Flat For Sale In Abdullah Terrace Gulistan E Johar Block 16,2,2,111,8500000,True,False,False,False,False,False,False,True,33
561,44257255,2 Bed Dd Flat For Sale In Noman Residencia,2,2,122,9800000,True,False,False,False,False,False,False,True,34
562,43473050,2 Bed Dd Flat For Sale In Saima Presidency,2,2,122,14500000,True,False,False,False,False,False,False,True,35
563,44994046,2 Bed Drawing Dining Flat On Sale In Luxurious Apartment Gold Line Residency For Better Investment,2,2,267,15000000,True,False,False,False,False,False,False,True,36
564,45154932,"200 Square Yards House available for sale in Bahria Town - Quaid Villas, Karachi",3,4,200,22000000,False,True,False,False,False,False,False,True,39
565,45154933,200 Square Yards Spacious House Available In Bahria Town - Precinct 10-A For sale,3,4,200,17000000,False,True,False,False,False,False,False,True,40
566,45152606,200 sq yards 3 bed dd brand new portion for sale near hassan square waseem bagh,3,3,200,23500000,False,False,True,False,False,False,False,True,41
567,43150045,"2000 Square Feet Flat For Sale In Garden East Karachi In Only Rs. 35,000,000",4,4,222,35000000,True,False,False,False,False,False,False,True,42
568,45154936,235 Square Yards House Available For sale In Bahria Town - Precinct 31,3,4,235,13500000,False,True,False,False,False,False,False,True,43
569,44367591,240 Sq: Yards House For Sale In Capital Chs,6,6,240,49000000,False,True,False,False,False,False,False,True,47
570,44960743,240 Sq: Yards House For Sale In Gulistan-e-johar Block 2,6,6,240,54000000,False,True,False,False,False,False,False,True,48
571,44046366,240 Yards Portion For Sale In Gulshan-e-iqbal - Block/1,3,3,240,26000000,False,False,False,False,True,False,False,True,49
572,44721359,250 Sq Yd Brand New Town House,4,4,250,85000000,False,True,False,False,False,False,False,True,51
573,45152911,2600sqft 3 bed dd askari 5 sector block J for sale,3,3,289,41000000,True,False,False,False,False,False,False,True,53
574,45155001,2bed drawing lounge apartment,2,2,111,14000000,True,False,False,False,False,False,False,True,55
575,40758070,2nd Floor Portion With Roof Is Available On Booking,3,3,240,30000000,False,False,False,False,True,False,False,True,56
576,44945817,3 Bed DD Apartment for sale in Saima Jinnah Avenue,3,4,244,32000000,False,True,False,False,False,False,False,True,57
577,36305040,3 Bed DD West Open Semi Furnished Flat For Sale In Saima Jinnah Avenue,3,4,250,31000000,True,False,False,False,False,False,False,True,59
578,43976268,3 Bed Dd Flat For Sale In Akbar Residency Gulistan-e-jauhar Block 15 C-237,3,3,167,16000000,True,False,False,False,False,False,False,True,60
579,42846557,3 Bed Dd Flat For Sale In Rafi Premier Residency,3,4,194,18000000,True,False,False,False,False,False,False,True,61
580,36253221,3 Bed Dd Flat For Sale In Sohni Golf View Apartment,3,4,194,16000000,True,False,False,False,False,False,False,True,62
581,43386242,3 Bed Dd New Project,3,3,128,13500000,True,False,False,False,False,False,False,True,63
582,43916166,3 Rooms Corner Apartment In Aman Tower For Sale On Invester Rates,2,2,83,3700000,True,False,False,False,False,False,False,True,65
583,42406442,3 Side Corner House For Sale In Bufferzone 15-a 4,2,2,120,20500000,False,True,False,False,False,False,False,True,66
584,42003111,3 Side Full Floor Apartment For Sale In Rahat Commercial,3,4,233,23500000,True,False,False,False,False,False,False,True,67
585,45152618,300 Yards Duplex For Sale in Phase 6 DHA,4,4,300,75000000,False,True,False,False,False,False,False,True,68
586,44435758,350 Square Yards Corner Portion For Sale In Gulistan-e-Jauhor Block-14,3,3,350,26000000,False,False,True,False,False,False,False,True,69
587,36253161,3600 Sq. Ft 04b Ed Dd Flat For Sale In Tulip Tower,4,6,400,27000000,True,False,False,False,False,False,False,True,71
588,40479533,"3rd Floor, Corner Flat",3,3,289,35500000,True,False,False,False,False,False,False,True,73
589,44663177,4 BED DD Bismillah Tower Flat for Sale,4,4,300,18500000,True,False,False,False,False,False,False,True,74
590,45154806,4 Bed DD Afnan Duplex with Roof For Sale in Gulistan-e-Jauhar Block 3A,4,4,244,19900000,True,False,False,False,False,False,False,True,75
591,44273939,4 Bed Dd Flat For Sale In Lateef Duplex Luxuriant,4,5,300,22000000,True,False,False,False,False,False,False,True,76
592,43761370,4 Bed Dd For Sale Flat,4,4,222,42500000,True,False,False,False,False,False,False,True,77
593,42950628,4 Bed Drawing Dining Apartment Gulshan Iqbal Block 13 a Main Hasan Square,4,4,194,16500000,True,False,False,False,False,False,False,True,78
594,44770398,4 Bedrooms Upper Floor Sea Facing Apartment For Sale,4,5,418,82500000,True,False,False,False,False,False,False,True,79
595,44149307,4 bed drawing with Roof flat available for sale,4,4,211,42500000,True,False,False,False,False,False,False,True,80
596,45116538,400 Square Yard Brand New Portion For Sale In Gulistan-e-jauhor Block-3,4,4,400,32500000,False,False,False,False,True,False,False,True,81
597,45154877,400 Yards 6 bed DD Banglow For Sale in Jauhar VIP Block 14,6,6,400,58500000,False,True,False,False,False,False,False,True,82
598,44643811,"400 yards best, affordable and luxurious bungalow available for sell in Gulshan e Iqbal Block 6.",7,6,400,79000000,False,True,False,False,False,False,False,True,83
599,43719889,450 Square Yard House Is Available For Sale,8,8,450,68500000,False,True,False,False,False,False,False,True,84
600,44518343,4bd Dd For Sale,4,4,200,36000000,True,False,False,False,False,False,False,True,85
601,44840950,500 Square Yards House For sale In Beautiful Bahria Paradise,5,5,500,46000000,False,True,False,False,False,False,False,True,86
602,45152504,500 Yards Full Basement Bungalow For Sale in Phase 6,5,5,500,155000000,False,True,False,False,False,False,False,True,87
603,45152585,500 Yards Fully Maintained Bungalow For Sale,5,5,500,105000000,False,True,False,False,False,False,False,True,88
604,45152603,500 Yards Fully Maintained House For Sale,5,5,500,130000000,False,True,False,False,False,False,False,True,89
605,43676030,500 Yards Two Unit Bungalow For Sale,6,6,500,110000000,False,True,False,False,False,False,False,True,90
606,45152536,500 Yards Well Maintained Bungalow For Sale in Phase 6,5,5,500,105000000,False,True,False,False,False,False,False,True,91
607,44030258,630 Square Feet Flat In Stunning North Karachi Is Available For sale,2,2,70,3500000,True,False,False,False,False,False,False,True,92
608,43290512,A Perfect House Awaits You In Gulistan-e-Jauhar - Block 14 Karachi,7,8,600,75000000,False,True,False,False,False,False,False,True,97
609,44411298,A Perfect House Awaits You In Shaheed Millat Road Shaheed Millat Road,6,6,302,90000000,False,True,False,False,False,False,False,True,98
610,45152080,A Prime Location House At Affordable Price Awaits You,6,6,200,55000000,False,True,False,False,False,False,False,True,99
611,44714256,Apartment For Sale,3,3,200,27500000,True,False,False,False,False,False,False,True,107
612,43892113,Apartment For Sale,2,3,111,9500000,True,False,False,False,False,False,False,True,107
